sensor_id,zone,type,reading,unit,state,assessment,timestamp
KAGGLE-00251-M,Kaggle- chickpea   -251,MOISTURE,0.264,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00251-T,Kaggle- chickpea   -251,TEMPERATURE,19.4,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00252-P,Kaggle- chickpea   -252,PH,7.15,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00250-M,Kaggle- chickpea   -250,MOISTURE,0.246,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00253-M,Kaggle- chickpea   -253,MOISTURE,0.185,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00253-T,Kaggle- chickpea   -253,TEMPERATURE,17.3,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00253-P,Kaggle- chickpea   -253,PH,6.65,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00254-M,Kaggle- chickpea   -254,MOISTURE,0.217,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00254-T,Kaggle- chickpea   -254,TEMPERATURE,17.5,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00254-P,Kaggle- chickpea   -254,PH,7.78,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00255-M,Kaggle- chickpea   -255,MOISTURE,0.22,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00255-T,Kaggle- chickpea   -255,TEMPERATURE,18.2,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00255-P,Kaggle- chickpea   -255,PH,6.36,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00256-M,Kaggle- chickpea   -256,MOISTURE,0.211,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00256-T,Kaggle- chickpea   -256,TEMPERATURE,17.6,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00256-P,Kaggle- chickpea   -256,PH,8.26,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00257-M,Kaggle- chickpea   -257,MOISTURE,0.248,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00257-T,Kaggle- chickpea   -257,TEMPERATURE,20.9,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00258-T,Kaggle- chickpea   -258,TEMPERATURE,19.7,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00258-M,Kaggle- chickpea   -258,MOISTURE,0.299,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00257-P,Kaggle- chickpea   -257,PH,6.46,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00259-M,Kaggle- chickpea   -259,MOISTURE,0.29,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00258-P,Kaggle- chickpea   -258,PH,6.61,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00260-M,Kaggle- chickpea   -260,MOISTURE,0.117,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00259-P,Kaggle- chickpea   -259,PH,8.17,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00259-T,Kaggle- chickpea   -259,TEMPERATURE,19.1,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00261-T,Kaggle- chickpea   -261,TEMPERATURE,18.2,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00261-M,Kaggle- chickpea   -261,MOISTURE,0.218,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00260-P,Kaggle- chickpea   -260,PH,7.65,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00260-T,Kaggle- chickpea   -260,TEMPERATURE,18.5,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00262-T,Kaggle- chickpea   -262,TEMPERATURE,18.9,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00262-P,Kaggle- chickpea   -262,PH,7.1,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00262-M,Kaggle- chickpea   -262,MOISTURE,0.181,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00261-P,Kaggle- chickpea   -261,PH,6.55,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00263-P,Kaggle- chickpea   -263,PH,7.36,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00263-T,Kaggle- chickpea   -263,TEMPERATURE,18.5,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00263-M,Kaggle- chickpea   -263,MOISTURE,0.24,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00265-M,Kaggle- chickpea   -265,MOISTURE,0.118,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00264-P,Kaggle- chickpea   -264,PH,6.47,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00264-M,Kaggle- chickpea   -264,MOISTURE,0.142,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00264-T,Kaggle- chickpea   -264,TEMPERATURE,19.5,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00265-P,Kaggle- chickpea   -265,PH,7.84,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00265-T,Kaggle- chickpea   -265,TEMPERATURE,17.3,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00266-T,Kaggle- chickpea   -266,TEMPERATURE,19.6,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00266-M,Kaggle- chickpea   -266,MOISTURE,0.159,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00267-T,Kaggle- chickpea   -267,TEMPERATURE,20.7,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00266-P,Kaggle- chickpea   -266,PH,7.06,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00267-M,Kaggle- chickpea   -267,MOISTURE,0.199,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00267-P,Kaggle- chickpea   -267,PH,7.6,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00268-P,Kaggle- chickpea   -268,PH,6.72,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00268-T,Kaggle- chickpea   -268,TEMPERATURE,20.0,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00268-M,Kaggle- chickpea   -268,MOISTURE,0.283,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00270-M,Kaggle- chickpea   -270,MOISTURE,0.3,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00269-T,Kaggle- chickpea   -269,TEMPERATURE,20.1,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00269-M,Kaggle- chickpea   -269,MOISTURE,0.117,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00269-P,Kaggle- chickpea   -269,PH,6.82,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00271-T,Kaggle- chickpea   -271,TEMPERATURE,19.3,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00271-M,Kaggle- chickpea   -271,MOISTURE,0.274,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00270-P,Kaggle- chickpea   -270,PH,7.99,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00270-T,Kaggle- chickpea   -270,TEMPERATURE,20.7,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00272-M,Kaggle- chickpea   -272,MOISTURE,0.265,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00271-P,Kaggle- chickpea   -271,PH,7.55,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00273-T,Kaggle- chickpea   -273,TEMPERATURE,19.2,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00273-M,Kaggle- chickpea   -273,MOISTURE,0.267,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00272-P,Kaggle- chickpea   -272,PH,7.73,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00272-T,Kaggle- chickpea   -272,TEMPERATURE,17.9,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00273-P,Kaggle- chickpea   -273,PH,7.35,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00274-T,Kaggle- chickpea   -274,TEMPERATURE,20.3,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00274-M,Kaggle- chickpea   -274,MOISTURE,0.197,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00275-T,Kaggle- chickpea   -275,TEMPERATURE,17.1,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00275-M,Kaggle- chickpea   -275,MOISTURE,0.284,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00274-P,Kaggle- chickpea   -274,PH,7.31,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00276-M,Kaggle- chickpea   -276,MOISTURE,0.134,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00275-P,Kaggle- chickpea   -275,PH,7.79,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00276-P,Kaggle- chickpea   -276,PH,6.31,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00276-T,Kaggle- chickpea   -276,TEMPERATURE,17.1,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00277-T,Kaggle- chickpea   -277,TEMPERATURE,20.6,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00277-M,Kaggle- chickpea   -277,MOISTURE,0.269,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00278-T,Kaggle- chickpea   -278,TEMPERATURE,20.8,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00278-M,Kaggle- chickpea   -278,MOISTURE,0.128,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00277-P,Kaggle- chickpea   -277,PH,6.4,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00279-T,Kaggle- chickpea   -279,TEMPERATURE,19.5,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00279-M,Kaggle- chickpea   -279,MOISTURE,0.271,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00278-P,Kaggle- chickpea   -278,PH,7.6,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00280-T,Kaggle- chickpea   -280,TEMPERATURE,17.2,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00280-M,Kaggle- chickpea   -280,MOISTURE,0.289,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00283-P,Kaggle- chickpea   -283,PH,7.48,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00280-P,Kaggle- chickpea   -280,PH,7.56,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00282-T,Kaggle- chickpea   -282,TEMPERATURE,17.5,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00282-M,Kaggle- chickpea   -282,MOISTURE,0.273,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00281-P,Kaggle- chickpea   -281,PH,7.49,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00281-T,Kaggle- chickpea   -281,TEMPERATURE,17.5,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00281-M,Kaggle- chickpea   -281,MOISTURE,0.133,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00284-T,Kaggle- chickpea   -284,TEMPERATURE,19.7,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00284-M,Kaggle- chickpea   -284,MOISTURE,0.285,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00279-P,Kaggle- chickpea   -279,PH,7.22,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00286-P,Kaggle- chickpea   -286,PH,7.79,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00283-T,Kaggle- chickpea   -283,TEMPERATURE,19.5,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00285-P,Kaggle- chickpea   -285,PH,6.49,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00284-P,Kaggle- chickpea   -284,PH,7.33,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00286-T,Kaggle- chickpea   -286,TEMPERATURE,20.0,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00287-T,Kaggle- chickpea   -287,TEMPERATURE,19.4,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00283-M,Kaggle- chickpea   -283,MOISTURE,0.13,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00290-P,Kaggle- chickpea   -290,PH,7.81,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00290-T,Kaggle- chickpea   -290,TEMPERATURE,18.8,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00290-M,Kaggle- chickpea   -290,MOISTURE,0.115,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00288-P,Kaggle- chickpea   -288,PH,8.42,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00288-T,Kaggle- chickpea   -288,TEMPERATURE,19.5,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00289-T,Kaggle- chickpea   -289,TEMPERATURE,20.2,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00292-P,Kaggle- chickpea   -292,PH,7.11,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00287-P,Kaggle- chickpea   -287,PH,6.41,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00293-P,Kaggle- chickpea   -293,PH,8.14,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00287-M,Kaggle- chickpea   -287,MOISTURE,0.113,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00297-M,Kaggle- chickpea   -297,MOISTURE,0.267,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00285-T,Kaggle- chickpea   -285,TEMPERATURE,19.5,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00296-P,Kaggle- chickpea   -296,PH,8.86,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00282-P,Kaggle- chickpea   -282,PH,6.61,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00289-P,Kaggle- chickpea   -289,PH,8.72,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00289-M,Kaggle- chickpea   -289,MOISTURE,0.132,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00293-M,Kaggle- chickpea   -293,MOISTURE,0.224,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00288-M,Kaggle- chickpea   -288,MOISTURE,0.169,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00292-T,Kaggle- chickpea   -292,TEMPERATURE,19.0,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00292-M,Kaggle- chickpea   -292,MOISTURE,0.152,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00291-P,Kaggle- chickpea   -291,PH,6.32,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00291-T,Kaggle- chickpea   -291,TEMPERATURE,20.7,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00294-T,Kaggle- chickpea   -294,TEMPERATURE,17.8,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00294-M,Kaggle- chickpea   -294,MOISTURE,0.229,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00286-M,Kaggle- chickpea   -286,MOISTURE,0.149,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00293-T,Kaggle- chickpea   -293,TEMPERATURE,20.0,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00291-M,Kaggle- chickpea   -291,MOISTURE,0.111,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00285-M,Kaggle- chickpea   -285,MOISTURE,0.228,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00301-M,Kaggle- kidneybeans-301,MOISTURE,0.275,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00300-M,Kaggle- chickpea   -300,MOISTURE,0.118,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00295-P,Kaggle- chickpea   -295,PH,7.1,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00302-M,Kaggle- kidneybeans-302,MOISTURE,0.25,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00303-T,Kaggle- kidneybeans-303,TEMPERATURE,22.9,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00304-P,Kaggle- kidneybeans-304,PH,5.93,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00307-M,Kaggle- kidneybeans-307,MOISTURE,0.165,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00309-M,Kaggle- kidneybeans-309,MOISTURE,0.268,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00298-P,Kaggle- chickpea   -298,PH,7.45,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00298-T,Kaggle- chickpea   -298,TEMPERATURE,18.9,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00298-M,Kaggle- chickpea   -298,MOISTURE,0.138,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00297-P,Kaggle- chickpea   -297,PH,7.86,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00297-T,Kaggle- chickpea   -297,TEMPERATURE,17.4,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00301-T,Kaggle- kidneybeans-301,TEMPERATURE,17.1,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00300-P,Kaggle- chickpea   -300,PH,7.26,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00296-T,Kaggle- chickpea   -296,TEMPERATURE,17.3,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00300-T,Kaggle- chickpea   -300,TEMPERATURE,18.3,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00296-M,Kaggle- chickpea   -296,MOISTURE,0.248,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00309-T,Kaggle- kidneybeans-309,TEMPERATURE,18.4,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00299-T,Kaggle- chickpea   -299,TEMPERATURE,18.6,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00303-M,Kaggle- kidneybeans-303,MOISTURE,0.178,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00302-P,Kaggle- kidneybeans-302,PH,5.76,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00302-T,Kaggle- kidneybeans-302,TEMPERATURE,19.6,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00295-T,Kaggle- chickpea   -295,TEMPERATURE,20.7,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00301-P,Kaggle- kidneybeans-301,PH,5.69,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00304-M,Kaggle- kidneybeans-304,MOISTURE,0.257,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00303-P,Kaggle- kidneybeans-303,PH,5.87,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00305-M,Kaggle- kidneybeans-305,MOISTURE,0.265,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00295-M,Kaggle- chickpea   -295,MOISTURE,0.108,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00304-T,Kaggle- kidneybeans-304,TEMPERATURE,16.4,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00306-T,Kaggle- kidneybeans-306,TEMPERATURE,17.8,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00306-M,Kaggle- kidneybeans-306,MOISTURE,0.1,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00305-P,Kaggle- kidneybeans-305,PH,5.96,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00305-T,Kaggle- kidneybeans-305,TEMPERATURE,22.1,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00306-P,Kaggle- kidneybeans-306,PH,5.95,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00307-T,Kaggle- kidneybeans-307,TEMPERATURE,19.9,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00311-T,Kaggle- kidneybeans-311,TEMPERATURE,19.7,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00307-P,Kaggle- kidneybeans-307,PH,5.79,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00308-T,Kaggle- kidneybeans-308,TEMPERATURE,19.3,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00308-M,Kaggle- kidneybeans-308,MOISTURE,0.206,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00299-M,Kaggle- chickpea   -299,MOISTURE,0.168,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00308-P,Kaggle- kidneybeans-308,PH,5.58,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00310-M,Kaggle- kidneybeans-310,MOISTURE,0.184,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00309-P,Kaggle- kidneybeans-309,PH,5.69,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00299-P,Kaggle- chickpea   -299,PH,7.17,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00294-P,Kaggle- chickpea   -294,PH,7.71,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00311-M,Kaggle- kidneybeans-311,MOISTURE,0.25,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00310-P,Kaggle- kidneybeans-310,PH,5.79,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00310-T,Kaggle- kidneybeans-310,TEMPERATURE,21.8,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00312-T,Kaggle- kidneybeans-312,TEMPERATURE,17.2,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00312-M,Kaggle- kidneybeans-312,MOISTURE,0.137,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00312-P,Kaggle- kidneybeans-312,PH,5.57,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00311-P,Kaggle- kidneybeans-311,PH,5.75,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00313-M,Kaggle- kidneybeans-313,MOISTURE,0.288,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00314-M,Kaggle- kidneybeans-314,MOISTURE,0.164,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00313-T,Kaggle- kidneybeans-313,TEMPERATURE,19.6,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00313-P,Kaggle- kidneybeans-313,PH,5.81,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00314-T,Kaggle- kidneybeans-314,TEMPERATURE,21.6,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00314-P,Kaggle- kidneybeans-314,PH,5.89,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00315-T,Kaggle- kidneybeans-315,TEMPERATURE,16.1,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00315-M,Kaggle- kidneybeans-315,MOISTURE,0.144,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00316-T,Kaggle- kidneybeans-316,TEMPERATURE,20.6,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00316-M,Kaggle- kidneybeans-316,MOISTURE,0.108,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00315-P,Kaggle- kidneybeans-315,PH,6.0,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00317-T,Kaggle- kidneybeans-317,TEMPERATURE,21.4,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00318-T,Kaggle- kidneybeans-318,TEMPERATURE,19.1,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00317-P,Kaggle- kidneybeans-317,PH,5.91,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00316-P,Kaggle- kidneybeans-316,PH,5.79,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00318-M,Kaggle- kidneybeans-318,MOISTURE,0.288,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00317-M,Kaggle- kidneybeans-317,MOISTURE,0.142,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00318-P,Kaggle- kidneybeans-318,PH,5.79,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00319-M,Kaggle- kidneybeans-319,MOISTURE,0.16,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00319-P,Kaggle- kidneybeans-319,PH,5.73,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00319-T,Kaggle- kidneybeans-319,TEMPERATURE,21.2,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
